payment_ts,account_id,method,amount_usd,status
2025-06-17,A100160,CARD,20.97,PAID
2025-07-02,A100160,INVOICE,94.02,PAID
2025-07-17,A100160,INVOICE,145.36,PAID
2025-08-01,A100160,CARD,10.0,PAID
2025-08-16,A100160,INVOICE,140.04,PAID
2025-08-31,A100160,WIRE,57.53,PAID
2025-09-15,A100160,CARD,58.67,PAID
2025-09-30,A100160,INVOICE,293.38,PAID
2025-05-03,A100161,CARD,102.61,PAID
2025-05-18,A100161,CARD,153.72,PAID
2025-06-02,A100161,CARD,27.33,PAID
2025-06-17,A100161,CARD,146.73,PAID
2025-07-02,A100161,CARD,114.82,PAID
2025-07-17,A100161,CARD,123.2,PAID
2025-08-01,A100161,CARD,103.53,PAID
2025-08-16,A100161,CARD,39.02,PAID
2025-08-31,A100161,INVOICE,30.51,PAID
2025-09-15,A100161,INVOICE,105.57,PAID
2025-09-30,A100161,CARD,191.4,PAID
2025-05-03,A100162,CARD,66.72,PAID
2025-05-18,A100162,CARD,213.32,PAID
2025-06-02,A100162,CARD,133.62,PAID
2025-06-17,A100162,INVOICE,118.39,PAID
2025-07-02,A100162,CARD,110.11,PAID
2025-07-17,A100162,CARD,165.9,PAID
2025-08-01,A100162,CARD,93.12,PAID
2025-08-16,A100162,CARD,139.32,PAID
2025-08-31,A100162,INVOICE,96.72,PAID
2025-09-15,A100162,INVOICE,215.7,PAID
2025-09-30,A100162,INVOICE,50.05,PAID
2025-05-03,A100163,WIRE,78.92,PAID
2025-05-18,A100163,INVOICE,171.02,PAID
2025-06-02,A100163,CARD,159.61,PAID
2025-06-17,A100163,CARD,68.36,PAID
2025-07-02,A100163,CARD,141.5,PAID
2025-07-17,A100163,INVOICE,130.05,PAID
2025-08-01,A100163,CARD,86.47,PAID
2025-08-16,A100163,CARD,108.33,PAID
2025-08-31,A100163,INVOICE,102.34,PAID
2025-09-15,A100163,CARD,124.99,PAID
2025-09-30,A100163,CARD,76.34,PAID
2025-05-03,A100164,INVOICE,34.27,PAID
2025-05-18,A100164,CARD,10.0,PAID
2025-06-02,A100164,WIRE,168.79,PAID
2025-06-17,A100164,INVOICE,39.87,PAID
2025-07-02,A100164,CARD,141.61,PAID
2025-07-17,A100164,CARD,135.47,PAID
2025-08-01,A100164,CARD,115.06,PAID
2025-08-16,A100164,INVOICE,152.72,PAID
2025-08-31,A100164,CARD,203.25,PAID
2025-09-15,A100164,WIRE,104.45,PAID
2025-09-30,A100164,CARD,99.3,PAID
2025-05-03,A100165,CARD,127.83,PAID
2025-05-18,A100165,CARD,121.31,PAID
2025-06-02,A100165,WIRE,145.95,PAID
2025-06-17,A100165,CARD,149.95,PAID
2025-07-02,A100165,CARD,106.87,PAID
2025-07-17,A100165,INVOICE,10.0,PAID
2025-08-01,A100165,CARD,219.76,PAID
2025-08-16,A100165,INVOICE,197.12,PAID
2025-08-31,A100165,CARD,182.08,PAID
2025-09-15,A100165,INVOICE,173.87,PAID
2025-09-30,A100165,CARD,32.75,PAID
2025-05-03,A100166,CARD,90.65,PAID
2025-05-18,A100166,INVOICE,77.57,PAID
2025-06-02,A100166,CARD,268.9,PAID
2025-06-17,A100166,WIRE,215.66,PAID
2025-07-02,A100166,CARD,107.19,PAID
2025-07-17,A100166,INVOICE,194.98,PAID
2025-08-01,A100166,INVOICE,238.68,PAID
2025-08-16,A100166,CARD,143.43,PAID
2025-08-31,A100166,CARD,220.65,PAID
2025-09-15,A100166,INVOICE,120.14,PAID
2025-09-30,A100166,WIRE,141.12,PAID
2025-05-03,A100167,INVOICE,61.33,PAID
2025-05-18,A100167,WIRE,72.27,PAID
2025-06-02,A100167,CARD,99.46,PAID
2025-06-17,A100167,WIRE,130.06,PAID
2025-07-02,A100167,CARD,186.75,PAID
2025-07-17,A100167,CARD,93.58,PAID
2025-08-01,A100167,INVOICE,155.32,PAID
2025-08-16,A100167,CARD,141.08,PAID
2025-08-31,A100167,CARD,84.82,PAID
2025-09-15,A100167,CARD,22.44,PAID
2025-09-30,A100167,CARD,154.37,PAID
2025-05-03,A100168,INVOICE,21.84,PAID
2025-05-18,A100168,INVOICE,90.66,PAID
2025-06-02,A100168,CARD,263.69,PAID
2025-06-17,A100168,CARD,124.52,PAID
2025-07-02,A100168,INVOICE,64.51,PAID
2025-07-17,A100168,CARD,107.21,PAID
2025-08-01,A100168,INVOICE,164.31,PAID
2025-08-16,A100168,CARD,50.37,PAID
2025-08-31,A100168,WIRE,136.27,PAID
2025-09-15,A100168,CARD,57.03,PAID
2025-09-30,A100168,CARD,156.0,PAID
2025-05-03,A100169,WIRE,221.08,PAID
2025-05-18,A100169,INVOICE,135.0,PAID
2025-06-02,A100169,WIRE,45.55,PAID
2025-06-17,A100169,CARD,56.13,PAID
2025-07-02,A100169,INVOICE,195.37,PAID
2025-07-17,A100169,INVOICE,142.94,PAID
2025-08-01,A100169,CARD,125.58,PAID
2025-08-16,A100169,INVOICE,102.11,PAID
2025-08-31,A100169,CARD,30.54,PAID
2025-09-15,A100169,INVOICE,130.21,PAID
2025-09-30,A100169,CARD,101.88,PAID
2025-05-03,A100170,CARD,189.07,PAID
2025-05-18,A100170,CARD,151.96,PAID
2025-06-02,A100170,WIRE,170.0,PAID
2025-06-17,A100170,CARD,109.19,PAID
2025-07-02,A100170,CARD,88.18,PAID
2025-07-17,A100170,CARD,93.2,PAID
2025-08-01,A100170,CARD,150.82,PAID
2025-08-16,A100170,CARD,136.83,PAID
2025-08-31,A100170,INVOICE,17.76,PAID
2025-09-15,A100170,CARD,254.66,PAID
2025-09-30,A100170,INVOICE,174.2,PAID
2025-05-03,A100171,CARD,126.74,PAID
2025-05-18,A100171,CARD,191.57,PAID
2025-06-02,A100171,INVOICE,148.56,PAID
2025-06-17,A100171,CARD,185.57,PAID
2025-07-02,A100171,INVOICE,188.42,PAID
2025-07-17,A100171,INVOICE,149.83,PAID
2025-08-01,A100171,CARD,75.1,PAID
2025-08-16,A100171,WIRE,115.25,PAID
2025-08-31,A100171,CARD,198.93,PAID
2025-09-15,A100171,CARD,80.37,PAID
2025-09-30,A100171,INVOICE,10.0,PAID
2025-05-03,A100172,CARD,125.7,PAID
2025-05-18,A100172,CARD,72.7,PAID
2025-06-02,A100172,CARD,154.2,PAID
2025-06-17,A100172,CARD,107.93,PAID
2025-07-02,A100172,CARD,228.68,PAID
2025-07-17,A100172,INVOICE,116.44,PAID
2025-08-01,A100172,CARD,213.06,PAID
2025-08-16,A100172,CARD,76.93,PAID
2025-08-31,A100172,INVOICE,153.6,PAID
2025-09-15,A100172,CARD,160.12,PAID
2025-09-30,A100172,CARD,143.51,PAID
2025-05-03,A100173,CARD,101.4,PAID
2025-05-18,A100173,CARD,137.59,PAID
2025-06-02,A100173,INVOICE,184.89,PAID
2025-06-17,A100173,CARD,116.83,PAID
2025-07-02,A100173,INVOICE,81.5,PAID
2025-07-17,A100173,CARD,76.68,PAID
2025-08-01,A100173,CARD,10.0,PAID
2025-08-16,A100173,INVOICE,89.35,PAID
2025-08-31,A100173,CARD,42.31,PAID
2025-09-15,A100173,WIRE,73.2,PAID
2025-09-30,A100173,CARD,11.44,PAID
2025-05-03,A100174,WIRE,57.43,PAID
2025-05-18,A100174,CARD,58.23,PAID
2025-06-02,A100174,CARD,38.79,PAID
2025-06-17,A100174,CARD,138.02,PAID
2025-07-02,A100174,INVOICE,203.98,PAID
2025-07-17,A100174,INVOICE,180.96,PAID
2025-08-01,A100174,WIRE,100.99,PAID
2025-08-16,A100174,WIRE,205.13,PAID
2025-08-31,A100174,CARD,145.75,PAID
2025-09-15,A100174,CARD,71.74,PAID
2025-09-30,A100174,CARD,111.67,PAID
2025-05-03,A100175,CARD,192.93,PAID
2025-05-18,A100175,INVOICE,109.42,PAID
2025-06-02,A100175,INVOICE,72.32,PAID
2025-06-17,A100175,CARD,72.88,PAID
2025-07-02,A100175,CARD,208.8,PAID
2025-07-17,A100175,CARD,177.75,PAID
2025-08-01,A100175,INVOICE,86.89,PAID
2025-08-16,A100175,INVOICE,91.1,PAID
2025-08-31,A100175,WIRE,54.3,PAID
2025-09-15,A100175,CARD,61.4,PAID
2025-09-30,A100175,CARD,171.07,PAID
2025-05-03,A100176,INVOICE,84.62,PAID
2025-05-18,A100176,CARD,80.12,PAID
2025-06-02,A100176,CARD,132.34,PAID
2025-06-17,A100176,INVOICE,136.32,PAID
2025-07-02,A100176,CARD,199.97,PAID
2025-07-17,A100176,CARD,94.53,PAID
2025-08-01,A100176,CARD,113.58,PAID
2025-08-16,A100176,INVOICE,109.5,PAID
2025-08-31,A100176,INVOICE,126.03,PAID
2025-09-15,A100176,INVOICE,23.3,PAID
2025-09-30,A100176,INVOICE,133.29,PAID
2025-05-03,A100177,CARD,164.87,PAID
2025-05-18,A100177,CARD,131.41,PAID
2025-06-02,A100177,INVOICE,23.69,PAID
2025-06-17,A100177,CARD,192.92,PAID
2025-07-02,A100177,CARD,163.06,PAID
2025-07-17,A100177,CARD,200.51,PAID
2025-08-01,A100177,INVOICE,148.44,PAID
2025-08-16,A100177,CARD,103.38,PAID
2025-08-31,A100177,CARD,299.05,PAID
2025-09-15,A100177,INVOICE,117.63,PAID
2025-09-30,A100177,CARD,171.2,PAID
2025-05-03,A100178,CARD,120.91,PAID
2025-05-18,A100178,INVOICE,166.46,PAID
2025-06-02,A100178,INVOICE,93.96,PAID
2025-06-17,A100178,CARD,196.67,PAID
2025-07-02,A100178,CARD,157.5,PAID
2025-07-17,A100178,INVOICE,179.77,PAID
2025-08-01,A100178,CARD,103.75,PAID
2025-08-16,A100178,INVOICE,99.55,PAID
2025-08-31,A100178,INVOICE,131.0,PAID
2025-09-15,A100178,INVOICE,56.72,PAID
2025-09-30,A100178,CARD,153.66,PAID
2025-05-03,A100179,INVOICE,129.77,PAID
2025-05-18,A100179,CARD,205.18,PAID
2025-06-02,A100179,CARD,162.89,PAID
2025-06-17,A100179,CARD,139.5,PAID
2025-07-02,A100179,CARD,78.2,PAID
2025-07-17,A100179,CARD,168.23,PAID
2025-08-01,A100179,CARD,161.42,PAID
2025-08-16,A100179,WIRE,93.9,PAID
2025-08-31,A100179,INVOICE,205.05,PAID
2025-09-15,A100179,CARD,69.75,PAID
2025-09-30,A100179,INVOICE,167.95,PAID
2025-05-03,A100180,CARD,197.86,PAID
2025-05-18,A100180,CARD,95.07,PAID
2025-06-02,A100180,INVOICE,175.81,PAID
2025-06-17,A100180,CARD,156.73,PAID
2025-07-02,A100180,CARD,173.29,PAID
2025-07-17,A100180,INVOICE,92.37,PAID
2025-08-01,A100180,CARD,160.61,PAID
2025-08-16,A100180,CARD,95.38,PAID
2025-08-31,A100180,CARD,97.12,PAID
2025-09-15,A100180,CARD,150.79,PAID
2025-09-30,A100180,CARD,62.93,PAID
2025-05-03,A100181,CARD,195.99,PAID
2025-05-18,A100181,WIRE,119.54,PAID
2025-06-02,A100181,INVOICE,95.08,PAID
2025-06-17,A100181,CARD,132.27,PAID
2025-07-02,A100181,INVOICE,85.97,PAID
2025-07-17,A100181,INVOICE,107.38,PAID
2025-08-01,A100181,INVOICE,101.04,PAID
2025-08-16,A100181,INVOICE,96.55,PAID
2025-08-31,A100181,CARD,121.43,PAID
2025-09-15,A100181,INVOICE,42.67,PAID
2025-09-30,A100181,CARD,99.56,PAID
2025-05-03,A100182,CARD,190.52,PAID
2025-05-18,A100182,CARD,143.53,PAID
2025-06-02,A100182,WIRE,232.78,PAID
2025-06-17,A100182,INVOICE,111.08,PAID
2025-07-02,A100182,CARD,69.01,PAID
2025-07-17,A100182,CARD,71.46,PAID
2025-08-01,A100182,INVOICE,146.53,PAID
2025-08-16,A100182,CARD,130.2,PAID
2025-08-31,A100182,INVOICE,275.69,PAID
2025-09-15,A100182,INVOICE,125.63,PAID
2025-09-30,A100182,WIRE,184.62,PAID
2025-05-03,A100183,INVOICE,182.5,PAID
2025-05-18,A100183,INVOICE,88.31,PAID
2025-06-02,A100183,INVOICE,238.88,PAID
2025-06-17,A100183,WIRE,161.14,PAID
2025-07-02,A100183,INVOICE,143.9,PAID
2025-07-17,A100183,CARD,135.23,PAID
2025-08-01,A100183,CARD,142.68,PAID
2025-08-16,A100183,CARD,121.42,PAID
2025-08-31,A100183,INVOICE,111.99,PAID
2025-09-15,A100183,INVOICE,102.92,PAID
2025-09-30,A100183,CARD,137.45,PAID
2025-05-03,A100184,CARD,55.04,PAID
2025-05-18,A100184,INVOICE,183.99,PAID
2025-06-02,A100184,CARD,101.75,PAID
2025-06-17,A100184,INVOICE,32.83,PAID
2025-07-02,A100184,INVOICE,236.22,PAID
2025-07-17,A100184,INVOICE,112.5,PAID
2025-08-01,A100184,CARD,157.44,PAID
2025-08-16,A100184,CARD,100.96,PAID
2025-08-31,A100184,INVOICE,84.17,PAID
2025-09-15,A100184,CARD,280.23,PAID
2025-09-30,A100184,CARD,163.1,PAID
2025-05-03,A100185,CARD,165.84,PAID
2025-05-18,A100185,CARD,104.45,PAID
2025-06-02,A100185,CARD,136.49,PAID
2025-06-17,A100185,CARD,71.07,PAID
2025-07-02,A100185,INVOICE,76.98,PAID
2025-07-17,A100185,CARD,54.06,PAID
2025-08-01,A100185,CARD,128.46,PAID
2025-08-16,A100185,CARD,124.73,PAID
2025-08-31,A100185,CARD,153.77,PAID
2025-09-15,A100185,CARD,108.83,PAID
2025-09-30,A100185,INVOICE,159.17,PAID
2025-05-03,A100186,CARD,144.95,PAID
2025-05-18,A100186,CARD,174.89,PAID
2025-06-02,A100186,CARD,61.42,PAID
2025-06-17,A100186,INVOICE,10.0,PAID
2025-07-02,A100186,CARD,92.56,PAID
2025-07-17,A100186,WIRE,90.51,PAID
2025-08-01,A100186,CARD,128.81,PAID
2025-08-16,A100186,CARD,182.46,PAID
2025-08-31,A100186,INVOICE,219.24,PAID
2025-09-15,A100186,CARD,169.48,PAID
2025-09-30,A100186,CARD,164.36,PAID
2025-05-03,A100187,INVOICE,144.46,PAID
2025-05-18,A100187,INVOICE,86.51,PAID
2025-06-02,A100187,CARD,168.37,PAID
2025-06-17,A100187,INVOICE,129.1,PAID
2025-07-02,A100187,CARD,251.51,PAID
2025-07-17,A100187,WIRE,162.44,PAID
2025-08-01,A100187,CARD,112.97,PAID
2025-08-16,A100187,CARD,45.36,PAID
2025-08-31,A100187,INVOICE,116.82,PAID
2025-09-15,A100187,WIRE,170.14,PAID
2025-09-30,A100187,CARD,200.57,PAID
2025-05-03,A100188,CARD,128.42,PAID
2025-05-18,A100188,INVOICE,154.28,PAID
2025-06-02,A100188,CARD,74.09,PAID
2025-06-17,A100188,INVOICE,195.04,PAID
2025-07-02,A100188,WIRE,213.74,PAID
2025-07-17,A100188,CARD,10.0,PAID
2025-08-01,A100188,CARD,157.54,PAID
2025-08-16,A100188,CARD,133.13,PAID
2025-08-31,A100188,CARD,81.92,PAID
2025-09-15,A100188,INVOICE,107.75,PAID
2025-09-30,A100188,INVOICE,206.06,PAID
2025-05-03,A100189,CARD,100.68,PAID
2025-05-18,A100189,CARD,133.82,PAID
2025-06-02,A100189,CARD,55.7,PAID
2025-06-17,A100189,INVOICE,149.32,PAID
2025-07-02,A100189,CARD,77.59,PAID
2025-07-17,A100189,CARD,116.79,PAID
2025-08-01,A100189,CARD,77.97,PAID
2025-08-16,A100189,INVOICE,69.2,PAID
2025-08-31,A100189,INVOICE,77.95,PAID
2025-09-15,A100189,CARD,74.69,PAID
2025-09-30,A100189,CARD,77.08,PAID
2025-05-03,A100190,CARD,127.38,PAID
2025-05-18,A100190,INVOICE,67.26,PAID
2025-06-02,A100190,CARD,118.07,PAID
2025-06-17,A100190,CARD,125.1,PAID
2025-07-02,A100190,CARD,199.37,PAID
2025-07-17,A100190,CARD,218.11,PAID
2025-08-01,A100190,INVOICE,202.9,PAID
2025-08-16,A100190,INVOICE,99.5,PAID
2025-08-31,A100190,CARD,147.05,PAID
2025-09-15,A100190,CARD,105.32,PAID
2025-09-30,A100190,CARD,137.79,PAID
2025-05-03,A100191,CARD,135.17,PAID
2025-05-18,A100191,WIRE,108.3,PAID
2025-06-02,A100191,WIRE,58.93,PAID
2025-06-17,A100191,CARD,52.75,PAID
2025-07-02,A100191,INVOICE,78.6,PAID
2025-07-17,A100191,CARD,66.76,PAID
2025-08-01,A100191,CARD,162.41,PAID
2025-08-16,A100191,CARD,168.53,PAID
2025-08-31,A100191,INVOICE,112.23,PAID
2025-09-15,A100191,CARD,145.4,PAID
2025-09-30,A100191,CARD,161.13,PAID
2025-05-03,A100192,INVOICE,137.85,PAID
2025-05-18,A100192,CARD,99.6,PAID
2025-06-02,A100192,WIRE,171.44,PAID
2025-06-17,A100192,CARD,66.26,PAID
2025-07-02,A100192,INVOICE,101.14,PAID
2025-07-17,A100192,INVOICE,31.09,PAID
2025-08-01,A100192,CARD,90.72,PAID
2025-08-16,A100192,CARD,108.36,PAID
2025-08-31,A100192,CARD,161.61,PAID
2025-09-15,A100192,WIRE,89.75,PAID
2025-09-30,A100192,INVOICE,165.03,PAID
2025-05-03,A100193,CARD,96.46,PAID
2025-05-18,A100193,CARD,17.98,PAID
2025-06-02,A100193,CARD,114.47,PAID
2025-06-17,A100193,CARD,144.45,PAID
2025-07-02,A100193,CARD,187.24,PAID
2025-07-17,A100193,CARD,219.45,PAID
2025-08-01,A100193,CARD,105.62,PAID
2025-08-16,A100193,CARD,122.66,PAID
2025-08-31,A100193,CARD,202.13,PAID
2025-09-15,A100193,INVOICE,149.79,PAID
2025-09-30,A100193,INVOICE,131.56,PAID
2025-05-03,A100194,CARD,13.8,PAID
2025-05-18,A100194,CARD,164.56,CHARGEBACK
2025-06-02,A100194,WIRE,93.72,DECLINED
2025-06-17,A100194,INVOICE,134.56,PAID
2025-07-02,A100194,CARD,153.65,CHARGEBACK
2025-07-17,A100194,INVOICE,193.01,CHARGEBACK
2025-08-01,A100194,CARD,94.08,PAID
2025-08-16,A100194,CARD,261.99,DECLINED
2025-08-31,A100194,WIRE,43.22,PAID
2025-09-15,A100194,INVOICE,80.73,PAID
2025-09-30,A100194,CARD,111.82,PAID
2025-05-03,A100195,CARD,125.05,PAID
2025-05-18,A100195,CARD,76.0,PAID
2025-06-02,A100195,CARD,174.9,PAID
2025-06-17,A100195,WIRE,64.52,PAID
2025-07-02,A100195,CARD,236.94,PAID
2025-07-17,A100195,INVOICE,130.39,PAID
2025-08-01,A100195,CARD,194.63,PAID
2025-08-16,A100195,INVOICE,101.1,PAID
2025-08-31,A100195,CARD,131.36,PAID
2025-09-15,A100195,INVOICE,113.26,PAID
2025-09-30,A100195,CARD,26.66,PAID
2025-05-03,A100196,INVOICE,127.86,PAID
2025-05-18,A100196,CARD,43.65,PAID
2025-06-02,A100196,CARD,106.44,PAID
2025-06-17,A100196,CARD,112.68,PAID
2025-07-02,A100196,CARD,245.33,PAID
2025-07-17,A100196,INVOICE,168.13,PAID
2025-08-01,A100196,CARD,117.95,PAID
2025-08-16,A100196,INVOICE,134.15,PAID
2025-08-31,A100196,CARD,170.08,PAID
2025-09-15,A100196,INVOICE,160.88,PAID
2025-09-30,A100196,CARD,123.62,PAID
2025-05-03,A100197,WIRE,87.24,PAID
2025-05-18,A100197,CARD,163.14,PAID
2025-06-02,A100197,CARD,21.67,PAID
2025-06-17,A100197,CARD,149.03,PAID
2025-07-02,A100197,INVOICE,243.31,PAID
2025-07-17,A100197,INVOICE,82.51,PAID
2025-08-01,A100197,CARD,78.33,PAID
2025-08-16,A100197,CARD,114.44,PAID
2025-08-31,A100197,CARD,285.47,PAID
2025-09-15,A100197,INVOICE,19.07,PAID
2025-09-30,A100197,INVOICE,155.39,PAID
2025-05-03,A100198,CARD,58.26,PAID
2025-05-18,A100198,CARD,48.39,PAID
2025-06-02,A100198,CARD,140.95,PAID
2025-06-17,A100198,WIRE,197.08,PAID
2025-07-02,A100198,CARD,176.57,PAID
2025-07-17,A100198,CARD,130.88,PAID
2025-08-01,A100198,CARD,10.0,PAID
2025-08-16,A100198,WIRE,40.12,PAID
2025-08-31,A100198,CARD,126.64,PAID
2025-09-15,A100198,WIRE,39.92,PAID
2025-09-30,A100198,CARD,199.08,PAID
2025-05-03,A100199,INVOICE,134.0,PAID
2025-05-18,A100199,CARD,10.0,PAID
2025-06-02,A100199,CARD,210.91,CHARGEBACK
2025-06-17,A100199,WIRE,127.62,CHARGEBACK
2025-07-02,A100199,CARD,139.62,PAID
2025-07-17,A100199,INVOICE,122.67,PAID
2025-08-01,A100199,INVOICE,112.99,PAID
2025-08-16,A100199,INVOICE,108.81,PAID
2025-08-31,A100199,INVOICE,101.68,PAID
2025-09-15,A100199,CARD,81.07,PAID
2025-09-30,A100199,CARD,26.26,PAID
2025-05-03,A100200,CARD,228.83,PAID
2025-05-18,A100200,INVOICE,169.24,PAID
2025-06-02,A100200,CARD,168.66,PAID
2025-06-17,A100200,INVOICE,61.92,PAID
2025-07-02,A100200,INVOICE,40.21,PAID
2025-07-17,A100200,INVOICE,131.32,PAID
2025-08-01,A100200,INVOICE,123.21,PAID
2025-08-16,A100200,INVOICE,10.0,PAID
2025-08-31,A100200,CARD,123.71,PAID
2025-09-15,A100200,CARD,197.17,PAID
2025-09-30,A100200,CARD,180.59,PAID
2025-05-03,A100201,CARD,250.61,PAID
2025-05-18,A100201,CARD,163.96,PAID
2025-06-02,A100201,CARD,202.91,PAID
2025-06-17,A100201,CARD,187.43,PAID
2025-07-02,A100201,CARD,208.75,PAID
2025-07-17,A100201,WIRE,89.88,PAID
2025-08-01,A100201,INVOICE,59.02,PAID
2025-08-16,A100201,CARD,227.81,PAID
2025-08-31,A100201,INVOICE,10.0,PAID
2025-09-15,A100201,CARD,49.49,PAID
2025-09-30,A100201,INVOICE,103.75,PAID
2025-05-03,A100202,INVOICE,104.14,PAID
2025-05-18,A100202,INVOICE,119.43,PAID
2025-06-02,A100202,INVOICE,108.11,PAID
2025-06-17,A100202,CARD,126.0,PAID
2025-07-02,A100202,INVOICE,149.13,PAID
2025-07-17,A100202,CARD,143.2,PAID
2025-08-01,A100202,CARD,10.0,PAID
2025-08-16,A100202,WIRE,94.48,PAID
2025-08-31,A100202,CARD,110.07,PAID
2025-09-15,A100202,INVOICE,205.56,PAID
2025-09-30,A100202,INVOICE,25.31,PAID
2025-05-03,A100203,CARD,176.93,PAID
2025-05-18,A100203,CARD,167.88,PAID
2025-06-02,A100203,INVOICE,136.17,PAID
2025-06-17,A100203,CARD,138.34,PAID
2025-07-02,A100203,WIRE,94.78,PAID
2025-07-17,A100203,CARD,103.19,PAID
2025-08-01,A100203,INVOICE,168.13,PAID
2025-08-16,A100203,CARD,73.62,PAID
2025-08-31,A100203,INVOICE,132.62,PAID
2025-09-15,A100203,INVOICE,86.79,PAID
2025-09-30,A100203,INVOICE,152.44,PAID
2025-05-03,A100204,INVOICE,110.44,PAID
2025-05-18,A100204,CARD,60.02,PAID
2025-06-02,A100204,CARD,174.98,PAID
2025-06-17,A100204,INVOICE,68.39,PAID
2025-07-02,A100204,CARD,129.02,PAID
2025-07-17,A100204,WIRE,57.0,PAID
2025-08-01,A100204,CARD,221.61,PAID
2025-08-16,A100204,WIRE,170.98,PAID
2025-08-31,A100204,CARD,131.23,PAID
2025-09-15,A100204,INVOICE,94.6,PAID
2025-09-30,A100204,WIRE,242.35,PAID
2025-05-03,A100205,CARD,129.01,PAID
2025-05-18,A100205,INVOICE,131.48,PAID
2025-06-02,A100205,INVOICE,136.12,PAID
2025-06-17,A100205,INVOICE,73.75,PAID
2025-07-02,A100205,CARD,122.0,PAID
2025-07-17,A100205,INVOICE,121.35,PAID
2025-08-01,A100205,INVOICE,87.1,PAID
2025-08-16,A100205,INVOICE,191.19,PAID
2025-08-31,A100205,INVOICE,198.6,PAID
2025-09-15,A100205,CARD,109.73,PAID
2025-09-30,A100205,INVOICE,200.82,PAID
2025-05-03,A100206,INVOICE,146.35,PAID
2025-05-18,A100206,INVOICE,98.76,PAID
2025-06-02,A100206,CARD,172.58,PAID
2025-06-17,A100206,CARD,35.6,PAID
2025-07-02,A100206,CARD,132.83,PAID
2025-07-17,A100206,CARD,200.21,PAID
2025-08-01,A100206,CARD,76.36,PAID
2025-08-16,A100206,CARD,56.53,PAID
2025-08-31,A100206,CARD,125.89,PAID
2025-09-15,A100206,CARD,122.49,PAID
2025-09-30,A100206,CARD,53.27,PAID
2025-05-03,A100207,CARD,10.0,PAID
2025-05-18,A100207,CARD,10.0,PAID
2025-06-02,A100207,INVOICE,204.09,PAID
2025-06-17,A100207,CARD,10.0,PAID
2025-07-02,A100207,CARD,187.64,PAID
2025-07-17,A100207,WIRE,45.07,PAID
2025-08-01,A100207,CARD,88.39,PAID
2025-08-16,A100207,CARD,62.91,PAID
2025-08-31,A100207,CARD,80.9,PAID
2025-09-15,A100207,INVOICE,177.87,PAID
2025-09-30,A100207,WIRE,74.03,PAID
2025-05-03,A100208,CARD,171.67,PAID
2025-05-18,A100208,CARD,91.86,PAID
2025-06-02,A100208,INVOICE,121.74,PAID
2025-06-17,A100208,CARD,48.13,PAID
2025-07-02,A100208,CARD,151.59,PAID
2025-07-17,A100208,CARD,168.53,PAID
2025-08-01,A100208,CARD,133.37,PAID
2025-08-16,A100208,CARD,88.31,PAID
2025-08-31,A100208,INVOICE,107.86,PAID
2025-09-15,A100208,CARD,73.31,PAID
2025-09-30,A100208,CARD,46.72,PAID
2025-05-03,A100209,CARD,145.51,PAID
2025-05-18,A100209,CARD,72.32,PAID
2025-06-02,A100209,CARD,141.0,PAID
2025-06-17,A100209,CARD,158.72,PAID
2025-07-02,A100209,WIRE,113.67,PAID
2025-07-17,A100209,CARD,192.75,PAID
2025-08-01,A100209,CARD,128.15,PAID
2025-08-16,A100209,WIRE,128.67,PAID
2025-08-31,A100209,CARD,71.4,PAID
2025-09-15,A100209,INVOICE,156.49,PAID
2025-09-30,A100209,CARD,229.11,PAID
2025-05-03,A100210,CARD,73.43,PAID
2025-05-18,A100210,CARD,78.81,PAID
2025-06-02,A100210,WIRE,158.51,PAID
2025-06-17,A100210,CARD,122.91,PAID
2025-07-02,A100210,CARD,144.9,PAID
2025-07-17,A100210,INVOICE,118.77,PAID
2025-08-01,A100210,CARD,246.76,PAID
2025-08-16,A100210,CARD,65.17,PAID
2025-08-31,A100210,CARD,174.71,PAID
2025-09-15,A100210,CARD,99.65,PAID
2025-09-30,A100210,CARD,104.89,PAID
2025-05-03,A100211,CARD,108.68,PAID
2025-05-18,A100211,CARD,177.44,PAID
2025-06-02,A100211,CARD,196.36,PAID
2025-06-17,A100211,CARD,59.7,PAID
2025-07-02,A100211,INVOICE,44.38,PAID
2025-07-17,A100211,CARD,108.34,PAID
2025-08-01,A100211,CARD,173.26,PAID
2025-08-16,A100211,CARD,76.78,PAID
2025-08-31,A100211,CARD,117.45,PAID
2025-09-15,A100211,WIRE,10.0,PAID
2025-09-30,A100211,INVOICE,43.74,PAID
2025-05-03,A100212,CARD,80.5,PAID
2025-05-18,A100212,CARD,151.05,PAID
2025-06-02,A100212,INVOICE,53.09,PAID
2025-06-17,A100212,CARD,37.92,PAID
2025-07-02,A100212,CARD,148.85,PAID
2025-07-17,A100212,CARD,136.24,PAID
2025-08-01,A100212,CARD,102.92,PAID
2025-08-16,A100212,CARD,145.36,PAID
2025-08-31,A100212,INVOICE,151.86,PAID
2025-09-15,A100212,CARD,85.94,PAID
2025-09-30,A100212,CARD,38.52,PAID
2025-05-03,A100213,CARD,143.32,PAID
2025-05-18,A100213,INVOICE,46.88,PAID
2025-06-02,A100213,INVOICE,198.3,PAID
2025-06-17,A100213,CARD,132.98,PAID
2025-07-02,A100213,INVOICE,162.86,PAID
2025-07-17,A100213,INVOICE,108.6,PAID
2025-08-01,A100213,WIRE,93.7,PAID
2025-08-16,A100213,WIRE,195.9,PAID
